Id,SalePrice
2047,142716.075
2048,128521.066
2049,130382.075
2050,168788.176
2051,111872.281
2052,150196.86
2053,135720.719
2054,133967.161
2055,138212.043
2056,133107.056
2057,137756.434
2058,203173.652
2059,137727.068
2060,154736.513
2061,146193.416
2062,133040.238
2063,128880.752
2064,126870.757
2065,121997.447
2066,156073.67
2067,121194.268
2068,134567.249
2069,111928.587
2070,116042.256
2071,120827.215
2072,147362.342
2073,137299.8
2074,150437.67
2075,135155.454
2076,121898.802
2077,141511.827
2078,126222.133
2079,126138.127
2080,116239.155
2081,127602.761
2082,135434.195
2083,129790.295
2084,124520.306
2085,127026.449
2086,98022.967
2087,109640.217
2088,87927.018
2089,108980.479
2090,101831.956
2091,105968.688
2092,125054.654
2093,102384.81
2094,121511.549
2095,112031.298
2096,100843.692
2097,113992.501
2098,114346.49
2099,99442.203
2100,85915.39
2101,116988.698
2102,115486.828
2103,118332.099
2104,104865.542
2105,130408.057
2106,93327.955
2107,115862.642
2108,124245.237
2109,110253.472
2110,119529.16
2111,114051.67
2112,155328.06
2113,150840.247
2114,120996.437
2115,123212.161
2116,118499.211
2117,134059.615
2118,116503.489
2119,124575.258
2120,130562.74
2121,123087.31
2122,128761.839
2123,109941.756
2124,133753.868
2125,112835.307
2126,139805.699
2127,136187.301
2128,119562.478
2129,106900.83
2130,125282.375
2131,124713.258
2132,107011.467
2133,123504.971
2134,127090.183
2135,111438.275
2136,94315.804
2137,117470.257
2138,135669.935
2139,157043.995
2140,132837.306
2141,142556.527
2142,127982.789
2143,139705.667
2144,133071.985
2145,126701.635
2146,138178.75
2147,162683.076
2148,136130.194
2149,134079.996
2150,160756.853
2151,119789.397
2152,146884.317
2153,137995.36
2154,129962.937
2155,138209.06
2156,245829.428
2157,199162.479
2158,201096.629
2159,197764.197
2160,177402.54
2161,246235.394
2162,283407.325
2163,396662.234
2164,213047.686
2165,192523.885
2166,140487.512
2167,218086.929
2168,211284.766
2169,200213.766
2170,216366.714
2171,133229.04
2172,128596.156
2173,138740.763
2174,205849.337
2175,230224.138
2176,245784.165
2177,198851.519
2178,201473.823
2179,149125.266
2180,206779.605
2181,207368.54
2182,237313.269
2183,193938.08
2184,119157.906
2185,150742.696
2186,151273.803
2187,134778.245
2188,161750.796
2189,167684.919
2190,97101.375
2191,96638.728
2192,128231.018
2193,114520.154
2194,121664.633
2195,120417.021
2196,120561.85
2197,122736.014
2198,142747.883
2199,145619.525
2200,193680.874
2201,145509.7
2202,192497.317
2203,180708.849
2204,141836.266
2205,136586.969
2206,149793.423
2207,242534.3
2208,235375.377
2209,163628.83
2210,125377.714
2211,121145.48
2212,124954.925
2213,132564.422
2214,142749.04
2215,116345.483
2216,132622.743
2217,86461.306
2218,104286.081
2219,72934.197
2220,123846.479
2221,351609.761
2222,319788.127
2223,227177.351
2224,215122.012
2225,145245.226
2226,177585.979
2227,193702.467
2228,275217.022
2229,226959.648
2230,176579.572
2231,220620.946
2232,176773.725
2233,188570.555
2234,232599.796
2235,230968.099
2236,225303.378
2237,253985.112
2238,194336.098
2239,124164.706
2240,160386.875
2241,157633.834
2242,113790.0
2243,110289.196
2244,87571.719
2245,93780.427
2246,123463.634
2247,91573.585
2248,125895.497
2249,116227.308
2250,122498.206
2251,121495.322
2252,142682.593
2253,170405.935
2254,174026.161
2255,185496.965
2256,178861.52
2257,178091.225
2258,178155.559
2259,178070.915
2260,140370.441
2261,231225.337
2262,225269.833
2263,349854.544
2264,402318.715
2265,127813.092
2266,278766.606
2267,363249.773
2268,336418.497
2269,158959.305
2270,212951.837
2271,179457.012
2272,206014.681
2273,180895.343
2274,161051.479
2275,166288.151
2276,178013.752
2277,189273.008
2278,135404.724
2279,131292.934
2280,117307.063
2281,202297.47
2282,194640.205
2283,101668.894
2284,104271.604
2285,134593.672
2286,140585.597
2287,414089.027
2288,259486.885
2289,368506.564
2290,389500.526
2291,305755.593
2292,363132.395
2293,439403.023
2294,336707.475
2295,433332.978
2296,193887.617
2297,398636.883
2298,357251.373
2299,327598.729
2300,307478.4
2301,372680.766
2302,233338.111
2303,236531.918
2304,217827.137
2305,208022.023
2306,200569.479
2307,200222.034
2308,206115.48
2309,289383.122
2310,244327.943
2311,215724.0
2312,169263.023
2313,172031.553
2314,168011.461
2315,168793.688
2316,174599.318
2317,209468.115
2318,171209.148
2319,170777.332
2320,192850.232
2321,216380.222
2322,188758.875
2323,181167.942
2324,202873.113
2325,204412.739
2326,197048.036
2327,213756.611
2328,219735.454
2329,182366.79
2330,176791.424
2331,349497.213
2332,317916.827
2333,316963.169
2334,261619.665
2335,305497.353
2336,314784.228
2337,219426.678
2338,211409.34
2339,200092.672
2340,363243.0
2341,238315.618
2342,217590.114
2343,217410.147
2344,199593.311
2345,220415.751
2346,214091.34
2347,223287.469
2348,226418.0
2349,199210.012
2350,312992.719
2351,247629.546
2352,235408.74
2353,267989.761
2354,140034.814
2355,171256.636
2356,158685.631
2357,193407.773
2358,192093.927
2359,128803.758
2360,116674.32
2361,131914.65
2362,219154.683
2363,139543.137
2364,143250.897
2365,196100.001
2366,203778.033
2367,208655.576
2368,214919.952
2369,221736.619
2370,171524.657
2371,167434.017
2372,229916.694
2373,232168.183
2374,243422.455
2375,248809.777
2376,227143.722
2377,229144.315
2378,145097.334
2379,183714.176
2380,137559.466
2381,167897.203
2382,173762.09
2383,193293.869
2384,229509.339
2385,162978.057
2386,140246.892
2387,136124.188
2388,111265.513
2389,116375.239
2390,136120.637
2391,143057.685
2392,119380.679
2393,152324.456
2394,143530.357
2395,183878.246
2396,153235.145
2397,144420.861
2398,130067.172
2399,77219.743
2400,118529.971
2401,105239.721
2402,144792.357
2403,127784.258
2404,146717.991
2405,153546.149
2406,135859.798
2407,136949.192
2408,136915.263
2409,135579.223
2410,155106.445
2411,132833.601
2412,144729.064
2413,134648.631
2414,130876.654
2415,137397.337
2416,131654.744
2417,131067.085
2418,124116.197
2419,131025.541
2420,133294.276
2421,128609.168
2422,117708.06
2423,100742.913
2424,129524.97
2425,154360.477
2426,132274.814
2427,134762.481
2428,178960.106
2429,127788.039
2430,135561.585
2431,134435.877
2432,140291.468
2433,133553.178
2434,132582.991
2435,143303.964
2436,124348.555
2437,124765.497
2438,128460.902
2439,106772.988
2440,125881.416
2441,92698.164
2442,103114.059
2443,113837.887
2444,119741.752
2445,90690.278
2446,123407.088
2447,157258.266
2448,154896.896
2449,110089.653
2450,124220.221
2451,129934.567
2452,138573.717
2453,108107.201
2454,115301.418
2455,122659.262
2456,142455.171
2457,126105.356
2458,146284.605
2459,109763.382
2460,131470.027
2461,143361.509
2462,130362.148
2463,121437.056
2464,140050.432
2465,156739.508
2466,129224.375
2467,128083.653
2468,107495.641
2469,109490.711
2470,174837.638
2471,145170.752
2472,129079.052
2473,123885.599
2474,117196.463
2475,142421.242
2476,129315.268
2477,132636.948
2478,138419.654
2479,131441.169
2480,143540.519
2481,134872.616
2482,130799.727
2483,135038.744
2484,122495.583
2485,131728.091
2486,137359.539
2487,144665.148
2488,143942.465
2489,138870.197
2490,142939.578
2491,94879.372
2492,166773.126
2493,150609.076
2494,118769.868
2495,118775.784
2496,197121.43
2497,136270.592
2498,128694.429
2499,112031.672
2500,149430.695
2501,132082.421
2502,132393.258
2503,134249.179
2504,156975.593
2505,205738.652
2506,242254.377
2507,225858.691
2508,255037.273
2509,216094.501
2510,209369.522
2511,187589.208
2512,192044.805
2513,211487.37
2514,261702.661
2515,146055.793
2516,213917.298
2517,140630.096
2518,144358.729
2519,222978.566
2520,222391.797
2521,196667.144
2522,236740.847
2523,125140.349
2524,156034.515
2525,147571.713
2526,126335.644
2527,122746.555
2528,121100.407
2529,131178.052
2530,131965.41
2531,220856.619
2532,217493.955
2533,206613.558
2534,230523.134
2535,235729.348
2536,243743.523
2537,226348.429
2538,180190.342
2539,193388.528
2540,179290.847
2541,188261.422
2542,194678.741
2543,126775.192
2544,116223.876
2545,140713.982
2546,140716.25
2547,146034.982
2548,130113.711
2549,179743.202
2550,418276.431
2551,148172.227
2552,125612.388
2553,115609.872
2554,114301.371
2555,137965.133
2556,119340.125
2557,127250.402
2558,119700.464
2559,137311.05
2560,153275.506
2561,175366.633
2562,175109.917
2563,166075.302
2564,171476.886
2565,131052.423
2566,154519.718
2567,119830.941
2568,163023.406
2569,147534.99
2570,136719.364
2571,173220.723
2572,150032.002
2573,187608.427
2574,217027.483
2575,142557.556
2576,113247.958
2577,135157.81
2578,105787.374
2579,120045.956
2580,114283.722
2581,138153.888
2582,118461.565
2583,293819.902
2584,143141.103
2585,208160.958
2586,216644.436
2587,150694.482
2588,168330.685
2589,154458.33
2590,199809.407
2591,158508.43
2592,212318.705
2593,251096.937
2594,150598.225
2595,220487.783
2596,277610.683
2597,197653.036
2598,261901.168
2599,331793.606
2600,120149.324
2601,150273.087
2602,85953.683
2603,98787.233
2604,92988.032
2605,85643.175
2606,159476.211
2607,165757.409
2608,178499.88
2609,169188.627
2610,133163.133
2611,148709.421
2612,139067.934
2613,130450.515
2614,127011.616
2615,140925.672
2616,135660.941
2617,165832.762
2618,176508.901
2619,145908.543
2620,185838.225
2621,177533.962
2622,172883.155
2623,212780.732
2624,242544.905
2625,254101.312
2626,173054.492
2627,136699.874
2628,403740.222
2629,408527.372
2630,342417.09
2631,426341.567
2632,316714.474
2633,317505.94
2634,371379.974
2635,152461.337
2636,191268.76
2637,196259.879
2638,214485.714
2639,183464.726
2640,155270.345
2641,123057.399
2642,194285.247
2643,99702.134
2644,109474.627
2645,101910.219
2646,95133.347
2647,100273.549
2648,143046.349
2649,146607.794
2650,145184.118
2651,145626.591
2652,361989.832
2653,225239.851
2654,280478.294
2655,359291.024
2656,324110.257
2657,412863.43
2658,303345.486
2659,305943.977
2660,405295.742
2661,391309.108
2662,304180.3
2663,258059.451
2664,286308.768
2665,320063.147
2666,308573.107
2667,173005.595
2668,172487.049
2669,183453.161
2670,233761.921
2671,170623.267
2672,214238.682
2673,202576.299
2674,182499.573
2675,213539.923
2676,194953.298
2677,181817.999
2678,199499.205
2679,320477.034
2680,315810.501
2681,319580.644
2682,308285.134
2683,419608.239
2684,317896.956
2685,297610.78
2686,209228.878
2687,317594.363
2688,234756.561
2689,212268.009
2690,276181.975
2691,217042.615
2692,160342.681
2693,215049.513
2694,152147.095
2695,188052.217
2696,190441.734
2697,177774.138
2698,193561.475
2699,174030.794
2700,161033.898
2701,173726.636
2702,131680.475
2703,117569.636
2704,135416.934
2705,132920.952
2706,127420.225
2707,134079.071
2708,133685.039
2709,121521.981
2710,135336.445
2711,252660.791
2712,297377.579
2713,167849.537
2714,149311.622
2715,169341.252
2716,162087.568
2717,221676.551
2718,237525.028
2719,168199.263
2720,156777.825
2721,139503.64
2722,157265.461
2723,139758.019
2724,138140.346
2725,142510.488
2726,136832.41
2727,142398.172
2728,155722.387
2729,162881.059
2730,132660.546
2731,133748.93
2732,128005.729
2733,131814.804
2734,140549.119
2735,139796.252
2736,132107.224
2737,129092.389
2738,143667.788
2739,144259.955
2740,138957.762
2741,158923.246
2742,146478.949
2743,151703.448
2744,136967.7
2745,144219.791
2746,133735.593
2747,139304.334
2748,130058.988
2749,140853.15
2750,139667.911
2751,133304.111
2752,152382.778
2753,128945.581
2754,132866.113
2755,124647.829
2756,105421.647
2757,126217.402
2758,120081.538
2759,130874.157
2760,115796.299
2761,148169.655
2762,134055.758
2763,157788.329
2764,131921.809
2765,199810.035
2766,132189.414
2767,93464.288
2768,137744.713
2769,135569.968
2770,133550.546
2771,128045.02
2772,125624.08
2773,138981.564
2774,128205.945
2775,90616.327
2776,126903.868
2777,117085.504
2778,103427.348
2779,133526.037
2780,107081.4
2781,115629.373
2782,112311.896
2783,122541.852
2784,118087.551
2785,124687.183
2786,99405.429
2787,117587.377
2788,101633.256
2789,113725.183
2790,110314.727
2791,124194.106
2792,80390.122
2793,185159.874
2794,120084.001
2795,132199.089
2796,107211.394
2797,115317.141
2798,116880.808
2799,109817.803
2800,94610.77
2801,128238.787
2802,129732.003
2803,135724.266
2804,133198.242
2805,106911.318
2806,114004.134
2807,161573.907
2808,142758.119
2809,142758.505
2810,129547.335
2811,137578.572
2812,157495.699
2813,139638.015
2814,151192.048
2815,111724.089
2816,195833.029
2817,171440.229
2818,137790.276
2819,207954.257
2820,138005.539
2821,130761.689
2822,143894.39
2823,172237.311
2824,168433.338
2825,129710.031
2826,140309.209
2827,131908.065
2828,218141.741
2829,180162.652
2830,195941.978
2831,196929.816
2832,204087.13
2833,339273.761
2834,188071.154
2835,202994.411
2836,195897.572
2837,161186.538
2838,159445.918
2839,197546.667
2840,211199.856
2841,207024.959
2842,226372.514
2843,153286.285
2844,148580.571
2845,115828.666
2846,212941.538
2847,224262.71
2848,214412.239
2849,196683.973
2850,235591.152
2851,195179.104
2852,221879.346
2853,232424.957
2854,142485.81
2855,216801.448
2856,199980.825
2857,196209.369
2858,197188.514
2859,145442.502
2860,147504.785
2861,134663.891
2862,233447.868
2863,174702.433
2864,205282.509
2865,150434.515
2866,135524.581
2867,123368.842
2868,118758.915
2869,123945.453
2870,140312.048
2871,114901.773
2872,79684.347
2873,100966.577
2874,133048.452
2875,130431.077
2876,144010.388
2877,135242.694
2878,158826.278
2879,131714.017
2880,134299.037
2881,151530.829
2882,159085.442
2883,201324.084
2884,191141.095
2885,177414.011
2886,191613.394
2887,111879.939
2888,130793.145
2889,94460.474
2890,120617.338
2891,129484.811
2892,81746.457
2893,106814.179
2894,97844.675
2895,339440.071
2896,318288.604
2897,175660.893
2898,146905.528
2899,193067.067
2900,163450.608
2901,186757.621
2902,211382.377
2903,303372.446
2904,368204.164
2905,135468.758
2906,175709.209
2907,111400.223
2908,132806.22
2909,146994.1
2910,89683.198
2911,85716.855
2912,156056.842
2913,86346.881
2914,87313.555
2915,86801.146
2916,85675.255
2917,124492.748
2918,122794.802
2919,192199.55
